graph_mode,window,model,experiment,model_type,has_industry_labels,metrics_json,portfolio_json,alignment_start,alignment_end,alignment_n_periods,train_days,val_days,test_days,train_MSE,train_RMSE,train_MAE,train_IC,train_DailyIC,train_ICIR,train_DirAcc,train_IC_ind,train_DailyIC_ind,train_ICIR_ind,train_n,val_MSE,val_RMSE,val_MAE,val_IC,val_DailyIC,val_ICIR,val_DirAcc,val_IC_ind,val_DailyIC_ind,val_ICIR_ind,val_n,test_MSE,test_RMSE,test_MAE,test_IC,test_DailyIC,test_ICIR,test_DirAcc,test_IC_ind,test_DailyIC_ind,test_ICIR_ind,test_n,strategy_n,strategy_mean_return,strategy_std_return,strategy_annual_return,strategy_annual_volatility,strategy_sharpe,strategy_hit_rate,strategy_total_return,strategy_cagr,strategy_max_drawdown,benchmark_n,benchmark_mean_return,benchmark_std_return,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_hit_rate,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown,excess_annual_return,excess_total_return,excess_sharpe
dynamic,short,gat_universe,dynamic/short/gat_universe,factor_variant,True,runs_unified/dynamic/short/gat_universe/metrics.json,runs_unified/dynamic/short/gat_universe/portfolio.json,2020-09-30,2020-12-28,13,230,25,64,0.0041135018691420555,0.06413658760132204,0.03980472311377525,0.3074746050586598,0.32055696168203107,3.1569664304880103,0.593423528559761,0.31376044654960716,0.3180117943828613,3.2212394915987437,176782.0,0.004780962131917477,0.06914450181986617,0.039732955396175385,0.10379271127931296,0.10184680526049478,0.791234562569437,0.6028571428571429,0.10439389219046347,0.0996319641377338,0.7755758148793519,19250.0,0.0035100055392831564,0.05924529972312704,0.0364798940718174,0.0812263951468399,0.08073494529919992,0.9918565159714285,0.6008116883116883,0.0802720724354366,0.07963533547312654,0.9423207649728443,49280.0,13,0.01873137726663397,0.020413570648134795,0.944061414238352,0.14492197513476718,6.514273721155413,0.7692307692307693,0.269784163748761,1.5243691726405983,-0.018531726998878395,13,0.015046796750794079,0.025427249178505154,0.7583585562400216,0.1805155617657488,4.201070250243175,0.6153846153846154,0.20970717512258252,1.0919196276091934,-0.034095094121023184,0.18570285799833042,0.060076988626178496,2.3132034709122378
dynamic,short,gat_industry,dynamic/short/gat_industry,factor_variant,True,runs_unified/dynamic/short/gat_industry/metrics.json,runs_unified/dynamic/short/gat_industry/portfolio.json,2020-09-30,2020-12-28,13,230,25,64,0.0065477159805595875,0.08091795833163111,0.06770448386669159,0.3398716728982477,0.35032671994402176,3.5387236179178796,0.412470444358193,0.33200566941394816,0.34024285710531993,3.6084010692395454,176782.0,0.0071274153888225555,0.08442402139689009,0.06893566250801086,0.10306224756508599,0.09827227132372707,0.8194197623830599,0.39631168831168834,0.10849763678243768,0.09923327678069238,0.8129619695385792,19250.0,0.005841297097504139,0.07642837887528518,0.0655486062169075,0.05011410890425668,0.05339139658063097,0.7445814272459775,0.39969561688311694,0.045413613324364444,0.04841757907579034,0.6434584492804265,49280.0,13,0.017628606531406358,0.017248300602583883,0.8884817691828805,0.12245078698532573,7.255827349556802,0.7692307692307693,0.2528971549109609,1.3966828222333048,-0.0076946093958879525,13,0.015046796750794079,0.025427249178505154,0.7583585562400216,0.1805155617657488,4.201070250243175,0.6153846153846154,0.20970717512258252,1.0919196276091934,-0.034095094121023184,0.1301232129428589,0.04318997978837835,3.054757099313627
dynamic,short,gat_two_graph_no_neutral,dynamic/short/gat_two_graph_no_neutral,factor_variant,True,runs_unified/dynamic/short/gat_two_graph_no_neutral/metrics.json,runs_unified/dynamic/short/gat_two_graph_no_neutral/portfolio.json,2020-09-30,2020-12-28,13,230,25,64,0.004325222689658403,0.06576642524615735,0.040875766426324844,0.36174798712183814,0.3712707881733654,3.4827389894133765,0.5876823369583746,0.3559673497604623,0.3606433587232521,3.5244966987282,176782.0,0.004881035536527634,0.06986440822427134,0.04030042886734009,0.10763194533434883,0.10488567420594955,0.8057878727124175,0.6037402597402597,0.11182016362036525,0.10634719000991132,0.8336509655455291,19250.0,0.0035938757937401533,0.05994894322454861,0.037100858986377716,0.06530819147867296,0.06560480929058786,0.802244045855511,0.6003043831168831,0.06818221619824122,0.0676890787524187,0.8426080299195086,49280.0,13,0.0174506073190759,0.01692907369074682,0.8795106088814254,0.12018450073011704,7.318003598953495,0.8461538461538461,0.2501209878326198,1.3761597018236698,-0.01223315796418356,13,0.015046796750794079,0.025427249178505154,0.7583585562400216,0.1805155617657488,4.201070250243175,0.6153846153846154,0.20970717512258252,1.0919196276091934,-0.034095094121023184,0.12115205264140383,0.0404138127100373,3.1169333487103197
dynamic,short,dmfm_ind_neutral,dynamic/short/dmfm_ind_neutral,factor_variant,True,runs_unified/dynamic/short/dmfm_ind_neutral/metrics.json,runs_unified/dynamic/short/dmfm_ind_neutral/portfolio.json,2020-09-30,2020-12-28,13,230,25,64,0.010799741372466087,0.1039218041243804,0.0758439227938652,0.12483248319895889,0.12780326745560588,0.9325293822451711,0.5780382371755921,0.12254437186424623,0.12434550539686498,1.008698103410187,176782.0,0.012227554805576801,0.110578274564115,0.07708270102739334,0.07157154530156665,0.0709806429329811,0.577136573840863,0.5787012987012987,0.07433917587693566,0.07306443163200148,0.595513602077209,19250.0,0.011204592883586884,0.10585174955373616,0.07568179070949554,0.05100937913453605,0.04791112009988904,0.5707876590084088,0.5769886363636364,0.034761346065025844,0.03311209323647284,0.4298935209179891,49280.0,13,0.017148259816727098,0.0219581260820868,0.8642722947630457,0.15588723094678333,5.5442148116550385,0.7692307692307693,0.2439193221616056,1.330784501313273,-0.015176450488585846,13,0.015046796750794079,0.025427249178505154,0.7583585562400216,0.1805155617657488,4.201070250243175,0.6153846153846154,0.20970717512258252,1.0919196276091934,-0.034095094121023184,0.1059137385230241,0.03421214703902309,1.3431445614118633
dynamic,short,dmfm_full,dynamic/short/dmfm_full,factor_variant,True,runs_unified/dynamic/short/dmfm_full/metrics.json,runs_unified/dynamic/short/dmfm_full/portfolio.json,2020-09-30,2020-12-28,13,230,25,64,0.006538871675729752,0.08086329003775293,0.0684848353266716,0.34882637114812687,0.3622207248935922,3.5835345421446276,0.4133811251775339,0.3448111605618607,0.35376947275271786,3.6748679434529503,176782.0,0.0073620290495455265,0.08580226715854032,0.07061418145895004,0.10671661330453094,0.10280634830241973,0.836579455789735,0.39698701298701294,0.1053085826377568,0.09824537836524085,0.8236975476752739,19250.0,0.006066421512514353,0.07788723587671059,0.06691548973321915,0.06577111300437573,0.06874155523302207,0.7234142699904627,0.3998173701298702,0.0642801513756706,0.06727863497031422,0.6836641771083556,49280.0,13,0.01915339011555681,0.020719104808456405,0.9653308618240632,0.14709105249747717,6.562811574420001,0.7692307692307693,0.2765703652505125,1.577076856845573,-0.008473009338684112,13,0.015046796750794079,0.025427249178505154,0.7583585562400216,0.1805155617657488,4.201070250243175,0.6153846153846154,0.20970717512258252,1.0919196276091934,-0.034095094121023184,0.20697230558404167,0.06686319012792996,2.361741324176826
static,medium,baseline_linear,static/medium/baseline_linear,linear,False,runs_unified/static/medium/baseline_linear/metrics.json,runs_unified/static/medium/baseline_linear/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0037011958193033934,0.06083745408301858,0.037585776299238205,0.07450215637452137,0.06539652966931728,0.630963864955067,0.5276993066818757,,,,,0.00251143635250628,0.05011423303320405,0.030039288103580475,0.03129409200030735,0.039490617855442806,0.3448591858904425,0.51293814985529,,,,,0.002526027848944068,0.050259604544246744,0.03345272317528725,0.019955329343081644,0.016033594174489976,0.13230711207576806,0.5082064172704421,,,,,33,0.0009945282839577305,0.039693812634808874,0.05012422551146962,0.2817981149315243,0.17787282048941172,0.6363636363636364,0.007086777881631479,0.010843641847733565,-0.16627666612155778,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.13600751553627322,0.08193829306670941,0.5072136758257921
static,medium,baseline_lstm,static/medium/baseline_lstm,lstm,False,runs_unified/static/medium/baseline_lstm/metrics.json,runs_unified/static/medium/baseline_lstm/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0036734085642414617,0.060608650902667864,0.03726873640554892,0.1521575488367961,0.14392037996362192,1.5216634844103896,0.5670570987060763,,,,,0.002500516633602642,0.050005166069143715,0.03020193840435528,0.10176036730905513,0.11201361818481233,1.418978957181355,0.5407653553435524,,,,,0.0025409123680057264,0.05040746341570588,0.03345033479052495,0.07073943270798613,0.0675879994386953,0.5794016920168774,0.5389537844809175,,,,,33,0.0070013659653451405,0.03971337914634616,0.3528688446533951,0.28193702338352206,1.2515874659476123,0.6060606060606061,0.22725768752097508,0.3671909109702731,-0.1370256935875942,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.4387521346781987,0.302109202706053,1.5809283212839926
static,medium,baseline_xgboost,static/medium/baseline_xgboost,xgboost,False,runs_unified/static/medium/baseline_xgboost/metrics.json,runs_unified/static/medium/baseline_xgboost/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0031446563079953194,0.056077235202846076,0.03555722162127495,0.45694193718980036,0.4366862504739041,4.12830468733387,0.5886698629404531,,,,,0.0025009051896631718,0.050009051077411694,0.02992640621960163,0.09306467009032586,0.1049838838214682,0.9950435665897435,0.535319969986065,,,,,0.002549144672229886,0.050489054974616886,0.03365278244018555,0.06104307163943997,0.06113461754209225,0.48620032822148307,0.5213991161056073,,,,,33,0.004928176862780343,0.041190414130053234,0.24838011388412928,0.2924229315507704,0.8493865804809688,0.6666666666666666,0.14419613678328624,0.22841803301714836,-0.15480887372612762,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.3342634039089329,0.21904765196836418,1.1787274358173492
static,medium,mlp,static/medium/mlp,factor_variant,True,runs_unified/static/medium/mlp/metrics.json,runs_unified/static/medium/mlp/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0035612452775239944,0.05967617009765284,0.036703433841466904,0.21358989018141628,0.2210966061650182,2.1768620472311833,0.5729085485028872,0.21363358358219053,0.21905361615220173,2.2678646032635337,448856.0,0.002533606719225645,0.05033494530865853,0.030169794335961342,0.10629576067787301,0.12368694889857414,1.358786260910472,0.5401037489207563,0.10267470031213288,0.11657901167165927,1.416731918911954,46645.0,0.0025746363680809736,0.05074087472719576,0.033533819019794464,0.08349570558926711,0.08115528056927254,0.7675020213673424,0.5409618207341222,0.08548894956956622,0.08332823630307455,0.8354512332160285,121734.0,33,0.008480338951234113,0.042060389015375156,0.4274090831421993,0.29859914054779935,1.4313808216530357,0.6363636363636364,0.28439036340208834,0.4655816623235953,-0.13240347801917152,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.5132923731670028,0.3592418785871663,1.760721676989416
static,medium,gat_universe,static/medium/gat_universe,factor_variant,True,runs_unified/static/medium/gat_universe/metrics.json,runs_unified/static/medium/gat_universe/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0041394405998289585,0.06433848459381802,0.04016673192381859,0.15722554204432596,0.16139072487277012,1.676925288400177,0.59215571919266,0.15813036406571984,0.1605885053153182,1.7820894597401198,448856.0,0.0031894876156002283,0.05647554882956188,0.03740132227540016,0.09612344805636931,0.10815365066292021,1.3737953728167316,0.536918000567044,0.09083104751412488,0.09961273618641436,1.3024084867614758,46645.0,0.003208542475476861,0.05664399770034651,0.03875823691487312,0.08482985285816401,0.08385408859930236,0.9044696983621003,0.5549405311542026,0.08765264279442388,0.0865524419261732,0.9843703306936762,121734.0,33,0.008132803856852028,0.039572275899293755,0.4098933143853422,0.28093528970286236,1.4590310630568173,0.6666666666666666,0.27386321231293964,0.4472753962835916,-0.12635030996823793,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.4957766044101458,0.3487147274980176,1.7883719183931976
static,medium,gat_industry,static/medium/gat_industry,factor_variant,True,runs_unified/static/medium/gat_industry/metrics.json,runs_unified/static/medium/gat_industry/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.0036853356286883354,0.060706965240311064,0.03773495554924011,0.18007133027892028,0.18911555184370454,1.8146527663088403,0.5588170945117333,0.17281781904639912,0.17745894646845028,1.9578136151633407,448856.0,0.0026445265393704176,0.05142496027582732,0.03140150010585785,0.11643256558058324,0.1264689251881733,1.486542870878545,0.543129263119734,0.10478423905032251,0.11225642186748555,1.5066897759302091,46645.0,0.002682325430214405,0.05179117135395187,0.03450297191739082,0.09333417448660658,0.09206049204772941,0.9343880405669617,0.5374604445440782,0.09759797551136619,0.09714082156318128,1.1545726703720578,121734.0,33,0.010134869899819463,0.03928166667397701,0.5107974429509009,0.27887216886764804,1.831654427994656,0.696969696969697,0.3606894554282698,0.6006135981119469,-0.12538835073190002,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.5966807329757045,0.43554097061334773,2.1609952833310366
static,medium,gat_two_graph_no_neutral,static/medium/gat_two_graph_no_neutral,factor_variant,True,runs_unified/static/medium/gat_two_graph_no_neutral/metrics.json,runs_unified/static/medium/gat_two_graph_no_neutral/portfolio.json,2022-05-16,2022-12-29,33,583,64,162,0.003608492435887456,0.06007072861125838,0.0367983840405941,0.2022010646500711,0.20729987098282443,1.843488301756385,0.5748638382056649,0.19242787423288416,0.19539306955054497,1.942040482653665,448856.0,0.0024722751695662737,0.049721978737438374,0.029595648869872093,0.1293304209090906,0.1357739202056658,1.344282582022867,0.5503518974751576,0.12311723510287484,0.1270332774615172,1.5464151533336314,46645.0,0.0025048761162906885,0.05004873740955598,0.03301924467086792,0.08964166453103187,0.08957274983723762,0.7728373081497015,0.5490937784111631,0.09780165224670226,0.09716232970915184,1.0136173852232708,121734.0,33,0.010277522958913874,0.042488089618893034,0.5179871571292592,0.30163551362022933,1.7172618400014563,0.696969696969697,0.3612211041330726,0.6015688404664519,-0.1334724273554616,33,-0.0017040335322381665,0.03673227235473606,-0.08588329002480359,0.26077326463819556,-0.32934085533638036,0.45454545454545453,-0.07485151518507793,-0.11203539109515959,-0.2185174320527129,0.6038704471540628,0.43607261931815056,2.0466026953378367
