證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,流通在外股數(千股),市值(百萬元),股價淨值比-TEJ,股價營收比-TEJ,市場別
0050 元大台灣50,2023/02/16,27.6033,27.881,27.6033,27.8347,44040,,1.22,,,,,TSE
0050 元大台灣50,2023/02/17,27.6033,27.6033,27.3951,27.4761,31532,,-1.2885,,,,,TSE
0050 元大台灣50,2023/02/20,27.4298,27.6149,27.3257,27.5339,23364,,0.2105,,,,,TSE
0050 元大台灣50,2023/02/21,27.5339,27.5571,27.4298,27.5223,17772,,-0.042,,,,,TSE
0050 元大台灣50,2023/02/22,27.1868,27.2447,27.0943,27.2216,43550,,-1.0929,,,,,TSE
0050 元大台灣50,2023/02/23,27.291,27.719,27.291,27.6265,24791,,1.4875,,,,,TSE
0050 元大台灣50,2023/02/24,27.7422,27.7884,27.4876,27.4876,21991,,-0.5025,,,,,TSE
0050 元大台灣50,2023/03/01,27.1406,27.638,27.0364,27.6149,29869,,0.463,,,,,TSE
0050 元大台灣50,2023/03/02,27.6149,27.6149,27.3719,27.5918,13925,,-0.0838,,,,,TSE
0050 元大台灣50,2023/03/03,27.719,27.7884,27.5802,27.6149,12404,,0.0839,,,,,TSE
0050 元大台灣50,2023/03/06,27.8,27.9735,27.7422,27.881,37365,,0.9636,,,,,TSE
0050 元大台灣50,2023/03/07,27.8925,28.0892,27.8116,28.0661,29874,,0.6639,,,,,TSE
0050 元大台灣50,2023/03/08,27.881,27.9041,27.719,27.8347,24728,,-0.8244,,,,,TSE
0050 元大台灣50,2023/03/09,27.9388,27.9504,27.8116,27.8116,13109,,-0.0831,,,,,TSE
0050 元大台灣50,2023/03/10,27.4992,27.5223,27.3025,27.372,52549,,-1.5807,,,,,TSE
0050 元大台灣50,2023/03/13,27.291,27.5571,27.1637,27.4876,74943,,0.4227,,,,,TSE
0050 元大台灣50,2023/03/14,27.1984,27.291,27.1059,27.1868,44186,,-1.0943,,,,,TSE
0050 元大台灣50,2023/03/15,27.3951,27.4645,27.1753,27.21,48857,,0.0851,,,,,TSE
0050 元大台灣50,2023/03/16,27.1174,27.1637,26.9555,27.0827,62426,,-0.4677,,,,,TSE
0050 元大台灣50,2023/03/17,27.2678,27.5223,27.2563,27.5223,43399,,1.6232,,,,,TSE
0050 元大台灣50,2023/03/20,27.5223,27.5455,27.2678,27.3257,28430,,-0.7146,,,,,TSE
0050 元大台灣50,2023/03/21,27.4182,27.4761,27.3488,27.4529,14367,,0.4657,,,,,TSE
0050 元大台灣50,2023/03/22,27.638,27.9735,27.638,27.9735,56969,,1.8963,,,,,TSE
0050 元大台灣50,2023/03/23,27.9157,28.2975,27.8694,28.1933,62132,,0.7858,,,,,TSE
0050 元大台灣50,2023/03/24,28.228,28.2975,28.1239,28.2743,53830,,0.2872,,,,,TSE
0050 元大台灣50,2023/03/27,28.1702,28.2049,28.0429,28.1008,42578,,-0.6137,,,,,TSE
0050 元大台灣50,2023/03/28,27.9851,28.0314,27.8116,27.8578,38966,,-0.8645,,,,,TSE
0050 元大台灣50,2023/03/29,27.9157,28.0082,27.8,27.9041,12298,,0.1661,,,,,TSE
0050 元大台灣50,2023/03/30,28.0892,28.1586,27.9388,28.0429,45522,,0.4975,,,,,TSE
0050 元大台灣50,2023/03/31,28.1586,28.309,28.0892,28.1355,59807,,0.3301,,,,,TSE
0050 元大台灣50,2023/04/06,27.962,27.9967,27.8116,27.9967,30006,,-0.4934,,,,,TSE
0050 元大台灣50,2023/04/07,28.0545,28.1008,27.9504,27.9967,17655,,0.0,,,,,TSE
0050 元大台灣50,2023/04/10,28.0545,28.1471,27.9735,27.9967,15124,,0.0,,,,,TSE
0050 元大台灣50,2023/04/11,27.9967,28.0314,27.8578,27.962,23766,,-0.124,,,,,TSE
0050 元大台灣50,2023/04/12,27.962,27.962,27.8,27.8925,11569,,-0.2482,,,,,TSE
0050 元大台灣50,2023/04/13,27.7769,27.8,27.6496,27.6496,26200,,-0.871,,,,,TSE
0050 元大台灣50,2023/04/14,27.7653,27.9735,27.7306,27.9157,12363,,0.9623,,,,,TSE
0050 元大台灣50,2023/04/17,27.8463,27.881,27.719,27.8463,22757,,-0.2487,,,,,TSE
0050 元大台灣50,2023/04/18,27.8463,27.8578,27.7074,27.7537,19339,,-0.3324,,,,,TSE
0050 元大台灣50,2023/04/19,27.7653,27.7769,27.4876,27.5455,31139,,-0.7503,,,,,TSE
0050 元大台灣50,2023/04/20,27.4992,27.6265,27.3951,27.5108,25632,,-0.126,,,,,TSE
0050 元大台灣50,2023/04/21,27.638,27.6612,27.4182,27.4414,19225,,-0.2523,,,,,TSE
0050 元大台灣50,2023/04/24,27.2563,27.4182,27.2331,27.3372,26235,,-0.3794,,,,,TSE
0050 元大台灣50,2023/04/25,27.3719,27.3719,26.967,26.9786,74111,,-1.3119,,,,,TSE
0050 元大台灣50,2023/04/26,26.967,26.9786,26.7588,26.8629,51812,,-0.4288,,,,,TSE
0050 元大台灣50,2023/04/27,26.8514,26.9902,26.7241,26.8398,37843,,-0.0861,,,,,TSE
0050 元大台灣50,2023/04/28,27.0365,27.1984,27.0365,27.1637,22564,,1.2069,,,,,TSE
0050 元大台灣50,2023/05/02,27.1753,27.3025,27.0943,27.2331,20658,,0.2555,,,,,TSE
0050 元大台灣50,2023/05/03,27.1521,27.1521,27.0249,27.1174,16714,,-0.4248,,,,,TSE
0050 元大台灣50,2023/05/04,27.0712,27.1868,27.0017,27.1868,14829,,0.256,,,,,TSE
0050 元大台灣50,2023/05/05,27.2331,27.3141,27.1637,27.2563,8875,,0.2553,,,,,TSE
0050 元大台灣50,2023/05/08,27.4182,27.5108,27.3835,27.4298,24045,,0.6367,,,,,TSE
0050 元大台灣50,2023/05/09,27.4414,27.5339,27.3719,27.5108,18545,,0.2952,,,,,TSE
0050 元大台灣50,2023/05/10,27.4876,27.4876,27.2216,27.2563,16300,,-0.9251,,,,,TSE
0050 元大台灣50,2023/05/11,27.3604,27.4067,27.1984,27.1984,14740,,-0.2122,,,,,TSE
0050 元大台灣50,2023/05/12,27.1059,27.1868,27.0133,27.1174,15253,,-0.2977,,,,,TSE
0050 元大台灣50,2023/05/15,27.0596,27.1521,26.9902,27.1174,16479,,0.0,,,,,TSE
0050 元大台灣50,2023/05/16,27.2794,27.5339,27.2678,27.4414,31606,,1.1945,,,,,TSE
0050 元大台灣50,2023/05/17,27.4529,27.9273,27.4529,27.8925,104120,,1.6442,,,,,TSE
0050 元大台灣50,2023/05/18,28.1818,28.3206,28.1355,28.2628,87894,,1.3272,,,,,TSE
0050 元大台灣50,2023/05/19,28.3669,28.4247,28.2743,28.3437,136499,,0.2865,,,,,TSE
0050 元大台灣50,2023/05/22,28.3437,28.3784,28.2512,28.2975,71936,,-0.1633,,,,,TSE
0050 元大台灣50,2023/05/23,28.2975,28.3784,28.1818,28.2743,49063,,-0.0818,,,,,TSE
0050 元大台灣50,2023/05/24,28.1471,28.1818,28.0198,28.1355,43519,,-0.491,,,,,TSE
0050 元大台灣50,2023/05/25,28.4594,28.552,28.3322,28.471,45771,,1.1924,,,,,TSE
0050 元大台灣50,2023/05/26,28.9222,29.1651,28.9222,29.142,95122,,2.3568,,,,,TSE
0050 元大台灣50,2023/05/29,29.4891,29.5122,29.2692,29.3271,57995,,0.6352,,,,,TSE
0050 元大台灣50,2023/05/30,29.3271,29.3965,29.2577,29.3271,48495,,0.0,,,,,TSE
0050 元大台灣50,2023/05/31,29.3155,29.3155,28.9569,29.1883,35461,,-0.4734,,,,,TSE
0050 元大台灣50,2023/06/01,29.0032,29.061,28.899,28.9569,15517,,-0.7927,,,,,TSE
0050 元大台灣50,2023/06/02,29.1073,29.3849,29.1073,29.3271,31771,,1.2785,,,,,TSE
0050 元大台灣50,2023/06/05,29.3271,29.3387,29.2114,29.2345,25440,,-0.3156,,,,,TSE
0050 元大台灣50,2023/06/06,29.2345,29.4428,29.1883,29.3155,26370,,0.277,,,,,TSE
0050 元大台灣50,2023/06/07,29.3849,29.6742,29.3849,29.6394,48306,,1.105,,,,,TSE
0050 元大台灣50,2023/06/08,29.5932,29.6626,29.2808,29.3502,20563,,-0.9758,,,,,TSE
0050 元大台灣50,2023/06/09,29.5006,29.6626,29.4775,29.57,22208,,0.7489,,,,,TSE
0050 元大台灣50,2023/06/12,29.732,29.9171,29.732,29.8477,54885,,0.939,,,,,TSE
0050 元大台灣50,2023/06/13,30.1253,30.5302,30.1253,30.4377,93753,,1.9768,,,,,TSE
0050 元大台灣50,2023/06/14,30.403,30.4493,30.3104,30.4261,26708,,-0.038,,,,,TSE
0050 元大台灣50,2023/06/15,30.4377,30.5418,30.4261,30.5187,44164,,0.3042,,,,,TSE
0050 元大台灣50,2023/06/16,30.4955,30.4955,30.3336,30.4377,28809,,-0.2654,,,,,TSE
0050 元大台灣50,2023/06/19,30.2989,30.4261,30.2063,30.3683,23916,,-0.2281,,,,,TSE
0050 元大台灣50,2023/06/20,30.3336,30.3683,30.16,30.2063,26116,,-0.5333,,,,,TSE
0050 元大台灣50,2023/06/21,30.2063,30.322,30.1369,30.2063,106262,,0.0,,,,,TSE
0050 元大台灣50,2023/06/26,30.16,30.16,29.9402,30.0212,29574,,-0.6128,,,,,TSE
0050 元大台灣50,2023/06/27,29.8824,29.9749,29.7783,29.8245,26296,,-0.6551,,,,,TSE
0050 元大台灣50,2023/06/28,29.9287,30.0097,29.8014,29.8708,22783,,0.1552,,,,,TSE
0050 元大台灣50,2023/06/29,30.0212,30.1948,29.8245,29.8593,22786,,-0.0387,,,,,TSE
0050 元大台灣50,2023/06/30,29.8014,29.8708,29.6857,29.8708,28117,,0.0387,,,,,TSE
0050 元大台灣50,2023/07/03,29.9865,30.241,29.9865,30.241,26491,,1.2393,,,,,TSE
0050 元大台灣50,2023/07/04,30.2526,30.3451,30.2063,30.3104,22719,,0.2295,,,,,TSE
0050 元大台灣50,2023/07/05,30.3104,30.3567,30.1716,30.2642,20004,,-0.1527,,,,,TSE
0050 元大台灣50,2023/07/06,30.0097,30.0097,29.5469,29.5932,65609,,-2.2171,,,,,TSE
0050 元大台灣50,2023/07/07,29.5122,29.6857,29.4081,29.5469,32082,,-0.1564,,,,,TSE
0050 元大台灣50,2023/07/10,29.6394,29.732,29.3849,29.4891,31487,,-0.1958,,,,,TSE
0050 元大台灣50,2023/07/11,29.6163,29.894,29.6163,29.894,18162,,1.3731,,,,,TSE
0050 元大台灣50,2023/07/12,29.9171,29.9518,29.813,29.9518,13758,,0.1935,,,,,TSE
0050 元大台灣50,2023/07/13,30.3799,30.5187,30.2757,30.2873,62665,,1.1201,,,,,TSE
0050 元大台灣50,2023/07/14,30.4146,30.6575,30.4146,30.5997,58929,,1.0313,,,,,TSE
0050 元大台灣50,2023/07/17,30.5418,30.5881,30.484,30.5418,61114,,-0.189,,,,,TSE
0050 元大台灣50,2023/07/18,30.7531,30.7531,30.4479,30.4831,43350,,-0.1922,,,,,TSE
0050 元大台灣50,2023/07/19,30.5536,30.6357,30.2249,30.2249,57199,,-0.8471,,,,,TSE
0050 元大台灣50,2023/07/20,30.2953,30.4479,30.2836,30.3658,14888,,0.466,,,,,TSE
0050 元大台灣50,2023/07/21,29.908,29.908,29.6967,29.861,51029,,-1.6622,,,,,TSE
0050 元大台灣50,2023/07/24,29.8141,29.9667,29.7202,29.8728,38901,,0.0393,,,,,TSE
0050 元大台灣50,2023/07/25,29.9784,30.3305,29.9784,30.2484,27691,,1.2574,,,,,TSE
0050 元大台灣50,2023/07/26,30.3071,30.3305,30.131,30.1662,17587,,-0.2716,,,,,TSE
0050 元大台灣50,2023/07/27,30.3188,30.401,30.2836,30.401,16028,,0.7782,,,,,TSE
0050 元大台灣50,2023/07/28,30.3775,30.4949,30.2836,30.401,10723,,0.0,,,,,TSE
0050 元大台灣50,2023/07/31,30.5888,30.6709,30.1075,30.2366,28994,,-0.5405,,,,,TSE
0050 元大台灣50,2023/08/01,30.2836,30.4127,30.2484,30.3892,17791,,0.5047,,,,,TSE
0050 元大台灣50,2023/08/02,30.3775,30.3892,29.9197,30.0136,48023,,-1.236,,,,,TSE
0050 元大台灣50,2023/08/04,29.8728,29.9315,29.7906,29.8728,26940,,-0.4693,,,,,TSE
0050 元大台灣50,2023/08/07,29.9667,30.2132,29.9432,30.1662,18407,,0.9823,,,,,TSE
0050 元大台灣50,2023/08/08,30.0723,30.0958,29.6732,29.8141,42070,,-1.1673,,,,,TSE
0050 元大台灣50,2023/08/09,29.7671,29.9667,29.7319,29.861,14658,,0.1575,,,,,TSE
0050 元大台灣50,2023/08/10,29.7906,29.8141,29.6497,29.6732,43584,,-0.6289,,,,,TSE
0050 元大台灣50,2023/08/11,29.8141,29.8962,29.6145,29.6497,30991,,-0.0791,,,,,TSE
0050 元大台灣50,2023/08/14,29.4972,29.5089,29.1333,29.2272,90267,,-1.4252,,,,,TSE
0050 元大台灣50,2023/08/15,29.4032,29.4502,29.2507,29.2741,29644,,0.1606,,,,,TSE
0050 元大台灣50,2023/08/16,29.145,29.2037,29.0159,29.1215,72292,,-0.5212,,,,,TSE
0050 元大台灣50,2023/08/17,29.0159,29.2624,28.8516,29.2507,38535,,0.4434,,,,,TSE
0050 元大台灣50,2023/08/18,29.1568,29.2976,29.0394,29.0746,30403,,-0.6019,,,,,TSE
0050 元大台灣50,2023/08/21,29.1568,29.2154,28.875,28.875,40237,,-0.6863,,,,,TSE
0050 元大台灣50,2023/08/22,29.1098,29.192,29.0394,29.1098,14565,,0.813,,,,,TSE
0050 元大台灣50,2023/08/23,29.1098,29.3798,29.1098,29.3093,27136,,0.6855,,,,,TSE
0050 元大台灣50,2023/08/24,29.6732,29.8375,29.638,29.8141,26695,,1.7221,,,,,TSE
0050 元大台灣50,2023/08/25,29.4619,29.4619,29.2272,29.2389,28755,,-1.9291,,,,,TSE
0050 元大台灣50,2023/08/28,29.3093,29.5089,29.2859,29.4267,17259,,0.6423,,,,,TSE
0050 元大台灣50,2023/08/29,29.5793,29.5911,29.2741,29.5911,25960,,0.5584,,,,,TSE
0050 元大台灣50,2023/08/30,29.7554,29.8258,29.6028,29.7202,22998,,0.4363,,,,,TSE
0050 元大台灣50,2023/08/31,29.7084,29.7084,29.4619,29.5089,17424,,-0.7109,,,,,TSE
0050 元大台灣50,2023/09/01,29.4619,29.6497,29.368,29.5558,12328,,0.1591,,,,,TSE
0050 元大台灣50,2023/09/04,29.5558,29.7671,29.4854,29.7554,13691,,0.6752,,,,,TSE
0050 元大台灣50,2023/09/05,29.7084,29.7202,29.5911,29.685,14490,,-0.2367,,,,,TSE
0050 元大台灣50,2023/09/06,29.7202,29.7436,29.5441,29.5793,29338,,-0.3559,,,,,TSE
0050 元大台灣50,2023/09/07,29.415,29.4619,29.2741,29.3093,22601,,-0.9127,,,,,TSE
0050 元大台灣50,2023/09/08,29.1333,29.2272,29.0746,29.1802,22111,,-0.4405,,,,,TSE
0050 元大台灣50,2023/09/11,29.2154,29.2272,28.969,29.0629,33027,,-0.4022,,,,,TSE
0050 元大台灣50,2023/09/12,29.1333,29.3563,29.0746,29.3563,10399,,1.0097,,,,,TSE
0050 元大台灣50,2023/09/13,29.3915,29.4854,29.2741,29.3915,12823,,0.1199,,,,,TSE
0050 元大台灣50,2023/09/14,29.5558,29.8023,29.4737,29.8023,28712,,1.3978,,,,,TSE
0050 元大台灣50,2023/09/15,29.8141,29.8962,29.7554,29.8962,22934,,0.3151,,,,,TSE
0050 元大台灣50,2023/09/18,29.7202,29.7202,29.5441,29.5793,28384,,-1.0601,,,,,TSE
0050 元大台灣50,2023/09/19,29.5441,29.5911,29.4267,29.4502,16069,,-0.4365,,,,,TSE
0050 元大台灣50,2023/09/20,29.3563,29.3915,29.2272,29.2859,23793,,-0.558,,,,,TSE
0050 元大台灣50,2023/09/21,29.0629,29.0746,28.7929,28.8164,84683,,-1.6032,,,,,TSE
0050 元大台灣50,2023/09/22,28.7459,28.8281,28.652,28.7929,38238,,-0.0815,,,,,TSE
0050 元大台灣50,2023/09/25,28.8164,29.0511,28.8164,29.0042,15973,,0.7338,,,,,TSE
0050 元大台灣50,2023/09/26,28.7929,28.875,28.6403,28.6638,40307,,-1.1736,,,,,TSE
0050 元大台灣50,2023/09/27,28.6051,28.7107,28.5347,28.6755,26110,,0.041,,,,,TSE
0050 元大台灣50,2023/09/28,28.8164,28.9103,28.652,28.7929,22157,,0.4093,,,,,TSE
0050 元大台灣50,2023/10/02,29.0159,29.2272,29.0159,29.1685,25845,,1.3045,,,,,TSE
0050 元大台灣50,2023/10/03,29.0981,29.145,28.9807,28.9924,20274,,-0.6036,,,,,TSE
0050 元大台灣50,2023/10/04,28.6638,28.6872,28.4877,28.6168,44900,,-1.2956,,,,,TSE
0050 元大台灣50,2023/10/05,28.7342,29.0276,28.7342,29.0276,16422,,1.4356,,,,,TSE
0050 元大台灣50,2023/10/06,29.0629,29.1802,29.0629,29.1333,19540,,0.3639,,,,,TSE
0050 元大台灣50,2023/10/11,29.5558,29.6732,29.5441,29.638,53988,,1.7325,,,,,TSE
0050 元大台灣50,2023/10/12,29.6967,29.8962,29.6497,29.8845,57188,,0.8317,,,,,TSE
0050 元大台灣50,2023/10/13,29.8141,29.908,29.6967,29.8023,25451,,-0.275,,,,,TSE
0050 元大台灣50,2023/10/16,29.6497,29.6497,29.5089,29.638,30968,,-0.5514,,,,,TSE
0050 元大台灣50,2023/10/17,29.7436,29.8141,29.6732,29.7084,27344,,0.2376,,,,,TSE
0050 元大台灣50,2023/10/18,29.638,29.638,29.2976,29.2976,38264,,-1.3828,,,,,TSE
0050 元大台灣50,2023/10/19,29.2037,29.3915,29.2037,29.3093,31305,,0.0401,,,,,TSE
0050 元大台灣50,2023/10/20,29.2859,29.4502,29.0863,29.4385,17549,,0.4405,,,,,TSE
0050 元大台灣50,2023/10/23,29.3093,29.3093,29.0042,29.0746,32149,,-1.2361,,,,,TSE
0050 元大台灣50,2023/10/24,29.0629,29.0981,28.8046,29.0981,28789,,0.0807,,,,,TSE
0050 元大台灣50,2023/10/25,29.1568,29.3211,29.1568,29.1568,15920,,0.2017,,,,,TSE
0050 元大台灣50,2023/10/26,28.6051,28.7342,28.5464,28.5816,87896,,-1.9726,,,,,TSE
0050 元大台灣50,2023/10/27,28.6755,28.8164,28.6638,28.7107,16276,,0.4517,,,,,TSE
0050 元大台灣50,2023/10/30,28.7342,28.8398,28.5816,28.6403,36553,,-0.2453,,,,,TSE
0050 元大台灣50,2023/10/31,28.7342,28.7459,28.429,28.4407,43124,,-0.6967,,,,,TSE
0050 元大台灣50,2023/11/01,28.6403,28.6755,28.4642,28.5816,17689,,0.4953,,,,,TSE
0050 元大台灣50,2023/11/02,28.9103,29.2272,28.9103,29.2272,39233,,2.2587,,,,,TSE
0050 元大台灣50,2023/11/03,29.3446,29.4854,29.2741,29.4502,34794,,0.7631,,,,,TSE
0050 元大台灣50,2023/11/06,29.7084,29.861,29.6615,29.7084,63693,,0.8768,,,,,TSE
0050 元大台灣50,2023/11/07,29.6967,29.7671,29.6028,29.6967,26172,,-0.0395,,,,,TSE
0050 元大台灣50,2023/11/08,29.7319,29.9197,29.6967,29.861,44403,,0.5534,,,,,TSE
0050 元大台灣50,2023/11/09,29.7906,29.908,29.7319,29.8728,24907,,0.0393,,,,,TSE
0050 元大台灣50,2023/11/10,29.7436,29.7789,29.6732,29.7554,17006,,-0.3929,,,,,TSE
0050 元大台灣50,2023/11/13,30.3423,30.4244,30.1662,30.2132,101550,,1.5385,,,,,TSE
0050 元大台灣50,2023/11/14,30.3305,30.4244,30.2718,30.2836,80378,,0.2331,,,,,TSE
0050 元大台灣50,2023/11/15,30.7296,30.7531,30.5301,30.6475,91164,,1.2016,,,,,TSE
0050 元大台灣50,2023/11/16,30.7061,30.8,30.5888,30.6592,73317,,0.0383,,,,,TSE
0050 元大台灣50,2023/11/17,30.6592,30.8705,30.6475,30.7531,108590,,0.3063,,,,,TSE
0050 元大台灣50,2023/11/20,30.7648,30.7648,30.624,30.7414,34642,,-0.0382,,,,,TSE
0050 元大台灣50,2023/11/21,30.8587,31.1522,30.8587,31.117,113513,,1.2219,,,,,TSE
0050 元大台灣50,2023/11/22,30.8118,30.9409,30.7883,30.8353,24548,,-0.9053,,,,,TSE
0050 元大台灣50,2023/11/23,30.8353,30.8587,30.6944,30.8235,24937,,-0.0381,,,,,TSE
0050 元大台灣50,2023/11/24,30.8235,30.9057,30.7648,30.8001,53238,,-0.0762,,,,,TSE
0050 元大台灣50,2023/11/27,30.8,30.9526,30.5418,30.6005,37727,,-0.6479,,,,,TSE
0050 元大台灣50,2023/11/28,30.6122,30.9409,30.5888,30.8118,38276,,0.6904,,,,,TSE
0050 元大台灣50,2023/11/29,30.8235,31.0348,30.7648,30.7883,26470,,-0.0762,,,,,TSE
0050 元大台灣50,2023/11/30,30.8235,30.8705,30.6709,30.8353,43669,,0.1525,,,,,TSE
0050 元大台灣50,2023/12/01,30.7531,30.9409,30.7062,30.9409,21199,,0.3426,,,,,TSE
0050 元大台灣50,2023/12/04,30.9409,30.9879,30.7296,30.8235,17596,,-0.3794,,,,,TSE
0050 元大台灣50,2023/12/05,30.6592,30.6592,30.4949,30.6005,19112,,-0.7235,,,,,TSE
0050 元大台灣50,2023/12/06,30.6122,30.847,30.6122,30.7061,28548,,0.3452,,,,,TSE
0050 元大台灣50,2023/12/07,30.6592,30.6709,30.5183,30.5183,10955,,-0.6116,,,,,TSE
0050 元大台灣50,2023/12/08,30.7883,30.894,30.7296,30.7648,52096,,0.8077,,,,,TSE
0050 元大台灣50,2023/12/11,30.7648,30.8353,30.6709,30.8001,12519,,0.1145,,,,,TSE
0050 元大台灣50,2023/12/12,30.9644,30.9996,30.8353,30.8705,21902,,0.2287,,,,,TSE
0050 元大台灣50,2023/12/13,30.894,30.9409,30.847,30.8822,11762,,0.038,,,,,TSE
0050 元大台灣50,2023/12/14,31.1404,31.3283,31.1052,31.2578,128026,,1.2163,,,,,TSE
0050 元大台灣50,2023/12/15,31.3752,31.5043,31.3752,31.3869,73515,,0.4131,,,,,TSE
0050 元大台灣50,2023/12/18,31.3752,31.4339,31.1287,31.4339,26608,,0.1496,,,,,TSE
0050 元大台灣50,2023/12/19,31.4104,31.4104,31.1639,31.3165,22425,,-0.3734,,,,,TSE
0050 元大台灣50,2023/12/20,31.3517,31.4222,31.3165,31.3987,26463,,0.2624,,,,,TSE
0050 元大台灣50,2023/12/21,31.0348,31.1522,30.9996,31.1287,21420,,-0.8598,,,,,TSE
0050 元大台灣50,2023/12/22,31.1287,31.2461,31.1287,31.2109,24817,,0.2639,,,,,TSE
0050 元大台灣50,2023/12/25,31.2226,31.4104,31.2109,31.34,32322,,0.4137,,,,,TSE
0050 元大台灣50,2023/12/26,31.34,31.5513,31.34,31.5161,67268,,0.5618,,,,,TSE
0050 元大台灣50,2023/12/27,31.5513,31.9034,31.5395,31.8682,119800,,1.1173,,,,,TSE
0050 元大台灣50,2023/12/28,31.8682,31.9269,31.7978,31.8682,59393,,0.0,,,,,TSE
0050 元大台灣50,2023/12/29,31.8565,31.9269,31.7743,31.7978,52446,,-0.221,,,,,TSE
0050 元大台灣50,2024/01/02,31.833,31.9151,31.61,31.6686,23688,,-0.4061,,,,,TSE
0050 元大台灣50,2024/01/03,31.3869,31.4339,31.0583,31.117,54190,,-1.742,,,,,TSE
0050 元大台灣50,2024/01/04,31.117,31.1639,31.0583,31.1052,18270,,-0.0377,,,,,TSE
0050 元大台灣50,2024/01/05,31.117,31.2109,31.0113,31.0231,15999,,-0.2642,,,,,TSE
0050 元大台灣50,2024/01/08,31.2226,31.3635,31.1639,31.1639,37579,,0.454,,,,,TSE
0050 元大台灣50,2024/01/09,31.4222,31.4456,31.1639,31.2226,22804,,0.1883,,,,,TSE
0050 元大台灣50,2024/01/10,31.0818,31.1404,30.9879,31.0583,27126,,-0.5263,,,,,TSE
0050 元大台灣50,2024/01/11,31.0935,31.2813,31.07,31.1874,22504,,0.4157,,,,,TSE
0050 元大台灣50,2024/01/12,31.0348,31.2343,30.9761,31.1404,25938,,-0.1506,,,,,TSE
0050 元大台灣50,2024/01/15,31.1404,31.1404,31.1404,31.1404,0,,0.0,,,,,TSE
0050 元大台灣50,2024/01/16,30.9996,31.0583,30.7766,30.9057,87905,,-0.7539,,,,,TSE
0050 元大台灣50,2024/01/17,31.23,31.23,30.5814,30.6174,145373,,-0.9328,,,,,TSE
0050 元大台灣50,2024/01/18,30.7255,30.8817,30.7255,30.8216,28368,,0.6669,,,,,TSE
0050 元大台灣50,2024/01/19,31.6384,31.9747,31.4943,31.9267,104150,,3.5853,,,,,TSE
0050 元大台灣50,2024/01/22,32.1429,32.275,32.0348,32.1429,51770,,0.6772,,,,,TSE
0050 元大台灣50,2024/01/23,32.1669,32.251,32.0708,32.2029,27610,,0.1869,,,,,TSE
0050 元大台灣50,2024/01/24,32.227,32.287,32.1789,32.1909,56681,,-0.0373,,,,,TSE
0050 元大台灣50,2024/01/25,32.4432,32.5993,32.4071,32.5873,104278,,1.2313,,,,,TSE
0050 元大台灣50,2024/01/26,32.5873,32.6594,32.5032,32.5873,63300,,0.0,,,,,TSE
0050 元大台灣50,2024/01/29,32.5873,32.8275,32.5753,32.7915,106545,,0.6266,,,,,TSE
0050 元大台灣50,2024/01/30,32.7555,32.8275,32.6834,32.7074,38244,,-0.2564,,,,,TSE
0050 元大台灣50,2024/01/31,32.4912,32.5032,32.275,32.275,27140,,-1.3221,,,,,TSE
0050 元大台灣50,2024/02/01,32.275,32.311,32.0948,32.275,33584,,0.0,,,,,TSE
0050 元大台灣50,2024/02/02,32.4312,32.4792,32.3471,32.4552,35617,,0.5582,,,,,TSE
0050 元大台灣50,2024/02/05,32.4552,32.7194,32.4312,32.6594,68851,,0.6292,,,,,TSE
0050 元大台灣50,2024/02/15,34.1608,34.2809,33.9686,34.1969,166902,,4.7076,,,,,TSE
0050 元大台灣50,2024/02/16,34.1969,34.1969,33.9206,33.9446,70614,,-0.7376,,,,,TSE
0050 元大台灣50,2024/02/19,33.8725,33.9326,33.7764,33.8966,35995,,-0.1415,,,,,TSE
0050 元大台灣50,2024/02/20,33.7644,34.1128,33.7284,34.0287,53273,,0.3898,,,,,TSE
0050 元大台灣50,2024/02/21,33.9686,33.9927,33.8846,33.9206,41420,,-0.3177,,,,,TSE
0050 元大台灣50,2024/02/22,34.341,34.365,34.0767,34.305,49482,,1.1331,,,,,TSE
0050 元大台灣50,2024/02/23,34.4611,34.6173,34.4251,34.5332,76633,,0.6653,,,,,TSE
0050 元大台灣50,2024/02/26,34.5212,34.5932,34.353,34.5812,39179,,0.1391,,,,,TSE
0050 元大台灣50,2024/02/27,34.5812,34.6413,34.2689,34.4371,23923,,-0.4168,,,,,TSE
0050 元大台灣50,2024/02/29,34.353,34.5812,34.2809,34.4251,27390,,-0.0349,,,,,TSE
0050 元大台灣50,2024/03/01,34.4851,34.5812,34.305,34.305,34647,,-0.3489,,,,,TSE
0050 元大台灣50,2024/03/04,34.8335,35.362,34.7974,35.3019,97572,,2.9062,,,,,TSE
0050 元大台灣50,2024/03/05,35.4941,35.6863,35.398,35.5902,65484,,0.8166,,,,,TSE
0050 元大台灣50,2024/03/06,35.3139,35.8064,35.1698,35.7584,66133,,0.4725,,,,,TSE
0050 元大台灣50,2024/03/07,36.2748,36.7553,36.2148,36.5872,118461,,2.3178,,,,,TSE
0050 元大台灣50,2024/03/08,37.3799,37.5841,36.7553,37.1036,115837,,1.4117,,,,,TSE
0050 元大台灣50,2024/03/11,36.9595,37.0436,36.6472,36.7313,52058,,-1.0036,,,,,TSE
0050 元大台灣50,2024/03/12,36.5631,37.1397,36.5391,37.1157,58685,,1.0464,,,,,TSE
